Epoch,Time,LR,Loss,Loss_data,Loss_T_bound,Loss_NSE,Loss_EE,Loss_conti,MAE_u,MAE_v,MAE_w,MAE_T,MAE_p,COR_u,COR_v,COR_w,COR_T,COR_p
386,10.78,0.000016,0.0000003,0.0000002,0.0000011,0.0000008,0.0000017,0.0000302,0.0004980,0.0005034,0.0007360,0.0228858,0.5066444,0.9999626,0.9999503,0.9999624,0.9897400,0.3076924
387,10.77,0.000016,0.0000003,0.0000002,0.0000012,0.0000008,0.0000017,0.0000303,0.0005079,0.0005141,0.0007318,0.0228906,0.5066543,0.9999611,0.9999478,0.9999634,0.9897500,0.3076996
388,10.82,0.000016,0.0000003,0.0000002,0.0000013,0.0000008,0.0000018,0.0000315,0.0004498,0.0004531,0.0007135,0.0228004,0.5066569,0.9999697,0.9999607,0.9999661,0.9897988,0.3077984
389,10.79,0.000016,0.0000004,0.0000002,0.0000014,0.0000009,0.0000018,0.0000313,0.0004937,0.0004966,0.0007193,0.0228592,0.5066768,0.9999635,0.9999507,0.9999645,0.9897805,0.3077838
390,10.78,0.000016,0.0000003,0.0000002,0.0000014,0.0000008,0.0000018,0.0000311,0.0004905,0.0004969,0.0007458,0.0228008,0.5066983,0.9999645,0.9999531,0.9999614,0.9898006,0.3078339
391,10.78,0.000016,0.0000003,0.0000002,0.0000011,0.0000008,0.0000018,0.0000301,0.0004936,0.0004923,0.0007293,0.0227854,0.5067141,0.9999653,0.9999524,0.9999640,0.9898283,0.3077926
392,10.78,0.000016,0.0000003,0.0000002,0.0000010,0.0000008,0.0000018,0.0000299,0.0005357,0.0005317,0.0007624,0.0227922,0.5067279,0.9999577,0.9999431,0.9999592,0.9898186,0.3078333
393,10.81,0.000016,0.0000003,0.0000002,0.0000012,0.0000009,0.0000018,0.0000309,0.0004605,0.0004662,0.0007109,0.0226565,0.5067229,0.9999687,0.9999579,0.9999657,0.9898999,0.3078911
394,10.80,0.000016,0.0000003,0.0000002,0.0000017,0.0000008,0.0000017,0.0000311,0.0004812,0.0004944,0.0006932,0.0226817,0.5067430,0.9999651,0.9999508,0.9999676,0.9899032,0.3078963
395,10.78,0.000016,0.0000003,0.0000002,0.0000011,0.0000008,0.0000018,0.0000312,0.0004589,0.0004663,0.0006955,0.0226566,0.5067500,0.9999689,0.9999575,0.9999667,0.9899140,0.3079645
396,10.77,0.000016,0.0000003,0.0000002,0.0000012,0.0000008,0.0000017,0.0000298,0.0004873,0.0004893,0.0006987,0.0226322,0.5067633,0.9999644,0.9999517,0.9999670,0.9899415,0.3079542
397,10.76,0.000016,0.0000004,0.0000002,0.0000016,0.0000008,0.0000018,0.0000308,0.0004773,0.0004817,0.0007046,0.0226245,0.5067805,0.9999661,0.9999539,0.9999675,0.9899445,0.3080164
398,10.78,0.000016,0.0000003,0.0000002,0.0000011,0.0000008,0.0000017,0.0000298,0.0004549,0.0004617,0.0006893,0.0226018,0.5067887,0.9999694,0.9999589,0.9999678,0.9899672,0.3080319
399,10.78,0.000016,0.0000003,0.0000002,0.0000011,0.0000008,0.0000017,0.0000307,0.0004672,0.0004710,0.0007164,0.0225653,0.5068025,0.9999680,0.9999569,0.9999650,0.9900005,0.3080357
400,10.77,0.000016,0.0000003,0.0000002,0.0000011,0.0000008,0.0000017,0.0000298,0.0005153,0.0005162,0.0007590,0.0225843,0.5068153,0.9999598,0.9999467,0.9999608,0.9899957,0.3080607
401,10.77,0.000016,0.0000004,0.0000002,0.0000012,0.0000009,0.0000018,0.0000307,0.0004632,0.0004668,0.0006948,0.0224727,0.5068246,0.9999685,0.9999574,0.9999684,0.9900567,0.3080798
402,10.92,0.000016,0.0000003,0.0000002,0.0000011,0.0000008,0.0000018,0.0000305,0.0004998,0.0005046,0.0007406,0.0225456,0.5068405,0.9999629,0.9999496,0.9999617,0.9900222,0.3080697
403,10.75,0.000016,0.0000003,0.0000002,0.0000010,0.0000008,0.0000018,0.0000301,0.0004675,0.0004850,0.0006982,0.0224668,0.5068480,0.9999669,0.9999532,0.9999668,0.9900813,0.3081444
404,10.79,0.000016,0.0000003,0.0000002,0.0000011,0.0000008,0.0000017,0.0000292,0.0004832,0.0004825,0.0007115,0.0224403,0.5068556,0.9999655,0.9999537,0.9999656,0.9900922,0.3081873
405,10.77,0.000016,0.0000004,0.0000002,0.0000013,0.0000009,0.0000017,0.0000314,0.0005026,0.0004967,0.0007211,0.0224238,0.5068623,0.9999628,0.9999499,0.9999642,0.9901180,0.3082149
406,10.80,0.000016,0.0000003,0.0000002,0.0000010,0.0000008,0.0000018,0.0000302,0.0004954,0.0005079,0.0007272,0.0224524,0.5068775,0.9999623,0.9999472,0.9999635,0.9900900,0.3082464
407,10.77,0.000016,0.0000003,0.0000002,0.0000012,0.0000008,0.0000017,0.0000293,0.0005114,0.0005088,0.0007325,0.0224303,0.5069016,0.9999610,0.9999478,0.9999622,0.9900991,0.3082633
408,10.78,0.000016,0.0000003,0.0000002,0.0000011,0.0000008,0.0000017,0.0000293,0.0004988,0.0004972,0.0007523,0.0223596,0.5069019,0.9999637,0.9999525,0.9999620,0.9901406,0.3082929
409,10.76,0.000016,0.0000003,0.0000002,0.0000011,0.0000007,0.0000017,0.0000288,0.0004875,0.0004911,0.0007083,0.0223505,0.5069030,0.9999642,0.9999513,0.9999654,0.9901587,0.3083014
410,10.76,0.000016,0.0000003,0.0000002,0.0000013,0.0000008,0.0000017,0.0000291,0.0004681,0.0004756,0.0006836,0.0223089,0.5069247,0.9999674,0.9999550,0.9999682,0.9901811,0.3083079
411,10.78,0.000016,0.0000003,0.0000002,0.0000012,0.0000008,0.0000017,0.0000305,0.0004746,0.0004873,0.0006735,0.0223153,0.5069267,0.9999663,0.9999523,0.9999687,0.9901988,0.3083438
412,10.79,0.000016,0.0000004,0.0000002,0.0000021,0.0000008,0.0000017,0.0000311,0.0004864,0.0004926,0.0007053,0.0222947,0.5069441,0.9999642,0.9999513,0.9999655,0.9902039,0.3083868
413,10.77,0.000016,0.0000003,0.0000002,0.0000012,0.0000008,0.0000017,0.0000302,0.0004890,0.0005033,0.0007164,0.0222810,0.5069525,0.9999635,0.9999489,0.9999632,0.9902122,0.3083889
414,10.78,0.000016,0.0000003,0.0000002,0.0000016,0.0000008,0.0000018,0.0000296,0.0005020,0.0005097,0.0007274,0.0222409,0.5069624,0.9999623,0.9999480,0.9999634,0.9902565,0.3084035
415,10.80,0.000016,0.0000003,0.0000002,0.0000012,0.0000008,0.0000018,0.0000294,0.0004917,0.0005046,0.0007566,0.0222198,0.5069724,0.9999640,0.9999501,0.9999601,0.9902615,0.3084087
416,10.77,0.000016,0.0000003,0.0000002,0.0000010,0.0000008,0.0000017,0.0000299,0.0005128,0.0005127,0.0007160,0.0221821,0.5069721,0.9999609,0.9999473,0.9999651,0.9903045,0.3084075
417,10.76,0.000016,0.0000003,0.0000002,0.0000012,0.0000008,0.0000017,0.0000294,0.0004641,0.0004733,0.0007007,0.0221463,0.5069829,0.9999677,0.9999560,0.9999663,0.9903312,0.3084650
418,10.76,0.000016,0.0000003,0.0000002,0.0000011,0.0000008,0.0000017,0.0000301,0.0005098,0.0005046,0.0006897,0.0221332,0.5070028,0.9999614,0.9999487,0.9999678,0.9903432,0.3085004
419,10.75,0.000016,0.0000003,0.0000002,0.0000024,0.0000009,0.0000018,0.0000313,0.0004976,0.0005076,0.0007335,0.0221489,0.5070097,0.9999639,0.9999492,0.9999630,0.9903398,0.3085225
420,10.82,0.000016,0.0000003,0.0000002,0.0000011,0.0000008,0.0000018,0.0000297,0.0004804,0.0004903,0.0007269,0.0221415,0.5070111,0.9999659,0.9999526,0.9999632,0.9903387,0.3085904
421,10.79,0.000010,0.0000003,0.0000002,0.0000016,0.0000007,0.0000016,0.0000296,0.0004952,0.0005004,0.0007888,0.0221042,0.5070307,0.9999635,0.9999511,0.9999557,0.9903542,0.3085815
422,10.79,0.000010,0.0000003,0.0000002,0.0000011,0.0000007,0.0000016,0.0000282,0.0004950,0.0005025,0.0007266,0.0220776,0.5070505,0.9999632,0.9999497,0.9999643,0.9903874,0.3085702
423,10.81,0.000010,0.0000003,0.0000002,0.0000009,0.0000007,0.0000016,0.0000281,0.0004838,0.0004897,0.0007207,0.0220715,0.5070595,0.9999648,0.9999527,0.9999638,0.9903952,0.3085845
424,10.79,0.000010,0.0000003,0.0000002,0.0000010,0.0000007,0.0000016,0.0000278,0.0004681,0.0004773,0.0006913,0.0220357,0.5070642,0.9999672,0.9999552,0.9999673,0.9904190,0.3086232
425,10.80,0.000010,0.0000003,0.0000002,0.0000010,0.0000007,0.0000016,0.0000277,0.0004706,0.0004792,0.0007069,0.0219892,0.5070817,0.9999670,0.9999549,0.9999660,0.9904459,0.3086508
426,10.79,0.000010,0.0000003,0.0000002,0.0000010,0.0000007,0.0000016,0.0000283,0.0004704,0.0004725,0.0007002,0.0219994,0.5070918,0.9999675,0.9999569,0.9999660,0.9904526,0.3086838
427,10.79,0.000010,0.0000003,0.0000002,0.0000016,0.0000007,0.0000016,0.0000284,0.0004850,0.0004952,0.0007380,0.0220055,0.5070943,0.9999646,0.9999520,0.9999617,0.9904479,0.3087080
428,10.80,0.000010,0.0000003,0.0000002,0.0000011,0.0000007,0.0000016,0.0000281,0.0004851,0.0004924,0.0007100,0.0219423,0.5071037,0.9999645,0.9999516,0.9999660,0.9904931,0.3087046
429,10.78,0.000010,0.0000003,0.0000002,0.0000013,0.0000007,0.0000016,0.0000280,0.0004840,0.0004902,0.0007162,0.0219681,0.5071222,0.9999646,0.9999524,0.9999645,0.9904857,0.3087144
430,10.78,0.000010,0.0000003,0.0000002,0.0000009,0.0000007,0.0000016,0.0000272,0.0004944,0.0004943,0.0007359,0.0219241,0.5071261,0.9999633,0.9999516,0.9999618,0.9905119,0.3087543
431,10.78,0.000010,0.0000003,0.0000002,0.0000011,0.0000008,0.0000016,0.0000291,0.0005105,0.0005080,0.0007678,0.0219073,0.5071342,0.9999614,0.9999498,0.9999600,0.9905220,0.3087643
432,10.81,0.000010,0.0000003,0.0000002,0.0000012,0.0000007,0.0000016,0.0000277,0.0004818,0.0004816,0.0007083,0.0218807,0.5071478,0.9999654,0.9999542,0.9999660,0.9905426,0.3087818
433,10.79,0.000010,0.0000003,0.0000002,0.0000011,0.0000007,0.0000016,0.0000282,0.0004994,0.0004929,0.0007266,0.0218966,0.5071579,0.9999630,0.9999524,0.9999639,0.9905376,0.3087995
434,10.77,0.000010,0.0000003,0.0000002,0.0000010,0.0000007,0.0000016,0.0000277,0.0005210,0.0005118,0.0007461,0.0218766,0.5071666,0.9999595,0.9999474,0.9999618,0.9905543,0.3088171
435,10.76,0.000010,0.0000003,0.0000002,0.0000010,0.0000007,0.0000016,0.0000278,0.0004961,0.0004986,0.0007530,0.0218619,0.5071725,0.9999631,0.9999511,0.9999605,0.9905644,0.3088289
436,10.78,0.000010,0.0000003,0.0000002,0.0000010,0.0000007,0.0000016,0.0000277,0.0004736,0.0004777,0.0006909,0.0218572,0.5071780,0.9999661,0.9999540,0.9999673,0.9905868,0.3088360
437,10.80,0.000010,0.0000003,0.0000002,0.0000010,0.0000007,0.0000016,0.0000274,0.0004478,0.0004605,0.0006665,0.0218049,0.5071951,0.9999708,0.9999591,0.9999697,0.9906048,0.3088809
438,10.78,0.000010,0.0000003,0.0000002,0.0000014,0.0000007,0.0000016,0.0000274,0.0004653,0.0004714,0.0006811,0.0217938,0.5071986,0.9999679,0.9999563,0.9999685,0.9906215,0.3088610
439,10.79,0.000010,0.0000003,0.0000002,0.0000012,0.0000007,0.0000016,0.0000280,0.0004830,0.0004972,0.0007216,0.0218374,0.5071932,0.9999645,0.9999507,0.9999636,0.9906039,0.3088855
440,10.78,0.000010,0.0000003,0.0000002,0.0000012,0.0000007,0.0000016,0.0000275,0.0004984,0.0004992,0.0007318,0.0217916,0.5072108,0.9999625,0.9999499,0.9999627,0.9906273,0.3089009
441,10.75,0.000010,0.0000003,0.0000002,0.0000009,0.0000007,0.0000016,0.0000272,0.0004708,0.0004816,0.0007202,0.0217553,0.5072111,0.9999669,0.9999544,0.9999644,0.9906534,0.3089382
442,10.77,0.000010,0.0000003,0.0000002,0.0000012,0.0000008,0.0000016,0.0000282,0.0004680,0.0004756,0.0007391,0.0217321,0.5072219,0.9999677,0.9999564,0.9999632,0.9906576,0.3089511
443,10.78,0.000010,0.0000003,0.0000002,0.0000011,0.0000007,0.0000016,0.0000271,0.0004744,0.0004790,0.0006968,0.0217081,0.5072289,0.9999670,0.9999544,0.9999681,0.9906822,0.3089578
444,10.77,0.000010,0.0000003,0.0000002,0.0000017,0.0000007,0.0000016,0.0000282,0.0004870,0.0004946,0.0007434,0.0217136,0.5072430,0.9999644,0.9999522,0.9999623,0.9906802,0.3089973
445,10.77,0.000010,0.0000003,0.0000002,0.0000011,0.0000007,0.0000015,0.0000274,0.0005162,0.0005182,0.0007545,0.0217173,0.5072612,0.9999597,0.9999461,0.9999605,0.9906820,0.3089706
446,10.80,0.000010,0.0000003,0.0000002,0.0000010,0.0000007,0.0000016,0.0000276,0.0004827,0.0004911,0.0007033,0.0216721,0.5072581,0.9999654,0.9999523,0.9999653,0.9907122,0.3090203
447,10.78,0.000010,0.0000003,0.0000002,0.0000010,0.0000007,0.0000016,0.0000281,0.0004913,0.0004918,0.0006963,0.0216603,0.5072595,0.9999646,0.9999520,0.9999672,0.9907215,0.3089985
448,10.78,0.000010,0.0000003,0.0000002,0.0000012,0.0000007,0.0000016,0.0000271,0.0004991,0.0005073,0.0007068,0.0216641,0.5072775,0.9999623,0.9999479,0.9999658,0.9907219,0.3090016
449,10.77,0.000010,0.0000003,0.0000002,0.0000010,0.0000007,0.0000016,0.0000277,0.0004848,0.0004951,0.0007078,0.0216070,0.5072780,0.9999642,0.9999509,0.9999654,0.9907548,0.3090471
450,10.78,0.000010,0.0000003,0.0000002,0.0000011,0.0000007,0.0000016,0.0000275,0.0004821,0.0004912,0.0007260,0.0216325,0.5072946,0.9999653,0.9999511,0.9999636,0.9907552,0.3090443
451,10.77,0.000010,0.0000003,0.0000002,0.0000020,0.0000007,0.0000016,0.0000286,0.0004783,0.0004856,0.0007307,0.0215886,0.5073003,0.9999661,0.9999531,0.9999640,0.9907739,0.3090858
452,10.78,0.000010,0.0000003,0.0000002,0.0000012,0.0000007,0.0000016,0.0000273,0.0004662,0.0004746,0.0006901,0.0215784,0.5073072,0.9999676,0.9999549,0.9999679,0.9907865,0.3091325
453,10.78,0.000010,0.0000003,0.0000002,0.0000011,0.0000007,0.0000015,0.0000271,0.0004866,0.0004945,0.0007286,0.0215702,0.5073104,0.9999637,0.9999509,0.9999633,0.9907864,0.3091395
454,10.78,0.000010,0.0000003,0.0000002,0.0000010,0.0000007,0.0000015,0.0000282,0.0004679,0.0004685,0.0006561,0.0215649,0.5073197,0.9999676,0.9999555,0.9999710,0.9908032,0.3091272
455,10.80,0.000010,0.0000003,0.0000002,0.0000011,0.0000007,0.0000015,0.0000269,0.0004813,0.0004827,0.0007087,0.0215254,0.5073228,0.9999653,0.9999540,0.9999658,0.9908268,0.3091547
456,10.78,0.000010,0.0000003,0.0000002,0.0000024,0.0000008,0.0000016,0.0000289,0.0004832,0.0004857,0.0007170,0.0215202,0.5073346,0.9999658,0.9999536,0.9999650,0.9908301,0.3091865
457,10.77,0.000010,0.0000003,0.0000002,0.0000010,0.0000007,0.0000015,0.0000274,0.0004959,0.0004981,0.0007230,0.0215323,0.5073355,0.9999630,0.9999505,0.9999639,0.9908255,0.3091665
458,10.77,0.000010,0.0000003,0.0000002,0.0000010,0.0000007,0.0000015,0.0000269,0.0004888,0.0004925,0.0007087,0.0215140,0.5073407,0.9999636,0.9999515,0.9999657,0.9908473,0.3091669
459,10.76,0.000010,0.0000003,0.0000002,0.0000011,0.0000007,0.0000015,0.0000273,0.0004987,0.0004987,0.0007300,0.0215026,0.5073527,0.9999623,0.9999502,0.9999633,0.9908490,0.3092145
460,10.75,0.000010,0.0000003,0.0000002,0.0000019,0.0000007,0.0000016,0.0000285,0.0004846,0.0004989,0.0007172,0.0214856,0.5073556,0.9999649,0.9999511,0.9999653,0.9908638,0.3092023
461,10.77,0.000010,0.0000003,0.0000002,0.0000011,0.0000007,0.0000016,0.0000276,0.0004861,0.0004930,0.0007308,0.0214515,0.5073672,0.9999647,0.9999533,0.9999632,0.9908831,0.3092296
462,10.79,0.000010,0.0000003,0.0000002,0.0000010,0.0000007,0.0000015,0.0000267,0.0004428,0.0004475,0.0006470,0.0214213,0.5073665,0.9999712,0.9999614,0.9999719,0.9909019,0.3092465
463,10.82,0.000010,0.0000003,0.0000002,0.0000012,0.0000007,0.0000015,0.0000274,0.0004687,0.0004742,0.0006797,0.0214140,0.5073641,0.9999679,0.9999559,0.9999695,0.9909156,0.3092525
464,10.77,0.000010,0.0000003,0.0000002,0.0000009,0.0000007,0.0000015,0.0000269,0.0004597,0.0004646,0.0006739,0.0213993,0.5073849,0.9999687,0.9999576,0.9999695,0.9909239,0.3092413
465,10.80,0.000010,0.0000003,0.0000002,0.0000010,0.0000007,0.0000015,0.0000273,0.0004703,0.0004749,0.0006814,0.0213796,0.5073845,0.9999667,0.9999559,0.9999685,0.9909368,0.3093048
466,10.76,0.000010,0.0000003,0.0000002,0.0000009,0.0000007,0.0000016,0.0000273,0.0004667,0.0004687,0.0006999,0.0213268,0.5073967,0.9999675,0.9999574,0.9999664,0.9909630,0.3093022
467,10.77,0.000010,0.0000003,0.0000002,0.0000011,0.0000007,0.0000015,0.0000273,0.0004563,0.0004577,0.0006769,0.0213122,0.5074005,0.9999694,0.9999596,0.9999691,0.9909728,0.3093278
468,10.76,0.000010,0.0000003,0.0000002,0.0000015,0.0000007,0.0000016,0.0000282,0.0004819,0.0004891,0.0007232,0.0213310,0.5074138,0.9999646,0.9999531,0.9999636,0.9909633,0.3093424
469,10.78,0.000010,0.0000003,0.0000002,0.0000012,0.0000007,0.0000016,0.0000287,0.0004737,0.0004747,0.0007121,0.0212730,0.5074067,0.9999670,0.9999563,0.9999657,0.9910007,0.3093390
470,10.78,0.000010,0.0000003,0.0000002,0.0000011,0.0000007,0.0000015,0.0000270,0.0004728,0.0004745,0.0006859,0.0212854,0.5074185,0.9999663,0.9999559,0.9999682,0.9909959,0.3093662
471,10.76,0.000010,0.0000003,0.0000002,0.0000010,0.0000007,0.0000015,0.0000282,0.0004884,0.0004869,0.0007084,0.0212842,0.5074237,0.9999644,0.9999542,0.9999659,0.9910044,0.3093510
472,10.77,0.000010,0.0000003,0.0000002,0.0000009,0.0000007,0.0000015,0.0000271,0.0004839,0.0004829,0.0007052,0.0212570,0.5074309,0.9999650,0.9999549,0.9999666,0.9910261,0.3093769
473,10.77,0.000010,0.0000003,0.0000002,0.0000009,0.0000007,0.0000015,0.0000277,0.0004826,0.0004849,0.0007098,0.0212756,0.5074277,0.9999651,0.9999535,0.9999654,0.9910190,0.3093817
474,10.76,0.000010,0.0000003,0.0000002,0.0000010,0.0000007,0.0000015,0.0000274,0.0004806,0.0004732,0.0006899,0.0212343,0.5074425,0.9999658,0.9999563,0.9999681,0.9910461,0.3093998
475,10.77,0.000010,0.0000003,0.0000002,0.0000010,0.0000007,0.0000015,0.0000270,0.0004884,0.0004908,0.0006697,0.0212657,0.5074502,0.9999633,0.9999515,0.9999710,0.9910361,0.3093958
476,10.77,0.000010,0.0000003,0.0000002,0.0000009,0.0000007,0.0000015,0.0000265,0.0004798,0.0004806,0.0006777,0.0212604,0.5074586,0.9999649,0.9999535,0.9999693,0.9910435,0.3094136
477,10.77,0.000010,0.0000003,0.0000002,0.0000011,0.0000007,0.0000015,0.0000276,0.0004398,0.0004453,0.0006383,0.0211680,0.5074648,0.9999713,0.9999619,0.9999726,0.9910957,0.3094862
478,10.78,0.000010,0.0000003,0.0000002,0.0000009,0.0000007,0.0000015,0.0000264,0.0004456,0.0004448,0.0006385,0.0211673,0.5074621,0.9999708,0.9999617,0.9999734,0.9910938,0.3094833
479,10.75,0.000010,0.0000003,0.0000002,0.0000009,0.0000007,0.0000015,0.0000263,0.0004627,0.0004616,0.0006651,0.0211883,0.5074731,0.9999677,0.9999582,0.9999708,0.9910896,0.3094660
480,10.77,0.000010,0.0000003,0.0000002,0.0000009,0.0000007,0.0000015,0.0000264,0.0004505,0.0004524,0.0006688,0.0211796,0.5074747,0.9999696,0.9999603,0.9999698,0.9910957,0.3094929
481,10.77,0.000010,0.0000003,0.0000002,0.0000012,0.0000007,0.0000015,0.0000269,0.0004559,0.0004545,0.0006578,0.0211316,0.5074841,0.9999689,0.9999596,0.9999714,0.9911275,0.3095249
482,10.77,0.000010,0.0000003,0.0000002,0.0000009,0.0000007,0.0000015,0.0000269,0.0004695,0.0004662,0.0006719,0.0211165,0.5074915,0.9999673,0.9999579,0.9999701,0.9911344,0.3095434
483,10.77,0.000010,0.0000003,0.0000002,0.0000012,0.0000007,0.0000015,0.0000267,0.0004476,0.0004466,0.0006494,0.0211179,0.5074995,0.9999706,0.9999613,0.9999725,0.9911399,0.3095425
484,10.80,0.000010,0.0000003,0.0000002,0.0000010,0.0000007,0.0000015,0.0000263,0.0004459,0.0004551,0.0006674,0.0210877,0.5075105,0.9999704,0.9999601,0.9999696,0.9911523,0.3095835
485,10.77,0.000010,0.0000003,0.0000002,0.0000010,0.0000007,0.0000015,0.0000267,0.0004666,0.0004666,0.0006679,0.0210824,0.5075127,0.9999670,0.9999573,0.9999703,0.9911614,0.3095735
486,10.77,0.000010,0.0000003,0.0000002,0.0000010,0.0000007,0.0000015,0.0000268,0.0004592,0.0004602,0.0006624,0.0210796,0.5075100,0.9999680,0.9999583,0.9999707,0.9911694,0.3095559
487,10.78,0.000010,0.0000003,0.0000002,0.0000012,0.0000007,0.0000015,0.0000272,0.0004714,0.0004794,0.0006745,0.0210873,0.5075241,0.9999665,0.9999542,0.9999699,0.9911634,0.3095594
488,10.79,0.000010,0.0000003,0.0000002,0.0000009,0.0000007,0.0000015,0.0000267,0.0004842,0.0004798,0.0006676,0.0210571,0.5075287,0.9999645,0.9999537,0.9999704,0.9911858,0.3095849
489,10.77,0.000010,0.0000003,0.0000002,0.0000009,0.0000007,0.0000015,0.0000269,0.0004722,0.0004708,0.0006795,0.0210428,0.5075433,0.9999669,0.9999561,0.9999690,0.9911931,0.3096375
490,10.77,0.000010,0.0000003,0.0000002,0.0000009,0.0000007,0.0000015,0.0000274,0.0004691,0.0004700,0.0006555,0.0210078,0.5075439,0.9999670,0.9999570,0.9999719,0.9912155,0.3096260
491,10.76,0.000010,0.0000003,0.0000002,0.0000009,0.0000007,0.0000015,0.0000267,0.0004630,0.0004589,0.0006493,0.0209756,0.5075437,0.9999682,0.9999587,0.9999723,0.9912358,0.3096684
492,10.77,0.000010,0.0000003,0.0000002,0.0000009,0.0000007,0.0000015,0.0000265,0.0004609,0.0004614,0.0006609,0.0209709,0.5075537,0.9999682,0.9999585,0.9999708,0.9912424,0.3096650
493,10.76,0.000010,0.0000003,0.0000002,0.0000010,0.0000007,0.0000015,0.0000262,0.0004683,0.0004699,0.0006647,0.0209537,0.5075569,0.9999672,0.9999563,0.9999704,0.9912524,0.3096754
494,10.79,0.000010,0.0000003,0.0000002,0.0000010,0.0000007,0.0000015,0.0000261,0.0004457,0.0004448,0.0006570,0.0209228,0.5075735,0.9999708,0.9999618,0.9999710,0.9912691,0.3097111
495,10.77,0.000010,0.0000003,0.0000002,0.0000009,0.0000007,0.0000015,0.0000270,0.0004615,0.0004691,0.0006561,0.0209743,0.5075757,0.9999678,0.9999561,0.9999707,0.9912436,0.3096762
496,10.80,0.000010,0.0000003,0.0000002,0.0000009,0.0000007,0.0000015,0.0000265,0.0004727,0.0004667,0.0006630,0.0209312,0.5075736,0.9999667,0.9999569,0.9999705,0.9912725,0.3097132
497,10.78,0.000010,0.0000003,0.0000002,0.0000009,0.0000007,0.0000015,0.0000266,0.0004561,0.0004621,0.0006654,0.0209151,0.5075824,0.9999686,0.9999579,0.9999701,0.9912826,0.3097666
498,10.80,0.000010,0.0000003,0.0000002,0.0000009,0.0000007,0.0000015,0.0000266,0.0004641,0.0004704,0.0006907,0.0209288,0.5075890,0.9999677,0.9999571,0.9999673,0.9912786,0.3097604
499,10.78,0.000010,0.0000003,0.0000002,0.0000010,0.0000007,0.0000015,0.0000276,0.0004419,0.0004457,0.0006591,0.0208794,0.5075848,0.9999712,0.9999622,0.9999710,0.9912983,0.3098086
500,10.79,0.000010,0.0000003,0.0000002,0.0000012,0.0000007,0.0000015,0.0000274,0.0004526,0.0004542,0.0006749,0.0208601,0.5075879,0.9999698,0.9999598,0.9999700,0.9913228,0.3097830
501,10.76,0.000010,0.0000003,0.0000002,0.0000023,0.0000007,0.0000016,0.0000286,0.0004802,0.0004753,0.0006846,0.0208929,0.5076027,0.9999661,0.9999552,0.9999692,0.9913067,0.3097954
502,10.75,0.000010,0.0000003,0.0000002,0.0000009,0.0000007,0.0000015,0.0000267,0.0004553,0.0004494,0.0006442,0.0208402,0.5076047,0.9999697,0.9999597,0.9999731,0.9913432,0.3098107
503,10.75,0.000010,0.0000003,0.0000002,0.0000008,0.0000007,0.0000015,0.0000258,0.0004563,0.0004633,0.0006462,0.0208601,0.5076122,0.9999688,0.9999573,0.9999725,0.9913310,0.3098209
504,10.77,0.000010,0.0000003,0.0000002,0.0000010,0.0000007,0.0000015,0.0000262,0.0004659,0.0004635,0.0006421,0.0208597,0.5076275,0.9999672,0.9999558,0.9999728,0.9913399,0.3098330
505,10.77,0.000010,0.0000003,0.0000002,0.0000012,0.0000007,0.0000015,0.0000262,0.0004489,0.0004561,0.0005955,0.0207891,0.5076258,0.9999696,0.9999585,0.9999780,0.9913810,0.3098515
506,10.77,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000015,0.0000261,0.0004566,0.0004559,0.0006389,0.0208171,0.5076317,0.9999689,0.9999585,0.9999731,0.9913672,0.3098643
507,10.77,0.000010,0.0000003,0.0000002,0.0000012,0.0000007,0.0000015,0.0000265,0.0004252,0.0004270,0.0006021,0.0207320,0.5076354,0.9999738,0.9999648,0.9999769,0.9914135,0.3098723
508,10.77,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000014,0.0000264,0.0004462,0.0004431,0.0006187,0.0207796,0.5076411,0.9999708,0.9999605,0.9999754,0.9913917,0.3098857
509,10.78,0.000010,0.0000003,0.0000002,0.0000011,0.0000007,0.0000015,0.0000275,0.0004539,0.0004543,0.0006348,0.0207610,0.5076471,0.9999691,0.9999585,0.9999738,0.9914042,0.3098684
510,10.79,0.000010,0.0000003,0.0000002,0.0000009,0.0000007,0.0000015,0.0000266,0.0004446,0.0004448,0.0006387,0.0207506,0.5076553,0.9999710,0.9999610,0.9999732,0.9914077,0.3098767
511,10.77,0.000010,0.0000003,0.0000002,0.0000009,0.0000007,0.0000014,0.0000260,0.0004426,0.0004490,0.0006181,0.0207431,0.5076568,0.9999710,0.9999602,0.9999756,0.9914101,0.3099036
512,10.77,0.000010,0.0000003,0.0000002,0.0000009,0.0000007,0.0000015,0.0000264,0.0004783,0.0004780,0.0006731,0.0207331,0.5076681,0.9999649,0.9999546,0.9999704,0.9914153,0.3098932
513,10.77,0.000010,0.0000003,0.0000002,0.0000010,0.0000006,0.0000014,0.0000261,0.0004537,0.0004617,0.0006552,0.0207190,0.5076632,0.9999685,0.9999576,0.9999717,0.9914269,0.3099274
514,10.78,0.000010,0.0000003,0.0000002,0.0000010,0.0000007,0.0000015,0.0000268,0.0004429,0.0004538,0.0006496,0.0207191,0.5076714,0.9999704,0.9999594,0.9999714,0.9914257,0.3099337
